gig_id,gig_type,platform,location_lat,location_lng,start_time,end_time,earnings,gig_status,demand_score,travel_distance,estimated_time_to_complete,user_id
791,Delivery,Zepto,18.84393278291851,72.82821307313748,2025-01-05 17:28:59,2025-01-05 22:28:59,2926.2,In-progress,0.51,7.2,21,115
792,Driver,Ola,18.541991926491065,72.99192449338699,2025-01-06 00:16:37,2025-01-06 01:16:37,449.05,Cancelled,0.58,12.2,139,90
793,Driver,InDrive,19.038461169886943,72.79914187537528,2025-01-12 18:04:30,2025-01-12 20:04:30,1782.93,Completed,0.54,2.9,50,676
794,Driver,Ola,19.088244087782247,72.84013595495082,2025-01-01 00:28:57,2025-01-01 03:28:57,436.42,Completed,0.65,11.3,127,489
795,Freelance,Fiverr,18.76920166259929,72.91208991747449,2025-01-14 02:36:10,2025-01-14 07:36:10,2253.74,Completed,0.92,8.5,145,502
796,Freelance,Fiverr,18.509163763612758,72.95929210928571,2025-01-21 03:21:58,2025-01-21 07:21:58,3390.6,In-progress,0.58,11.1,155,813
797,Freelance,Fiverr,18.603047959022383,72.89410955679942,2025-01-13 23:02:01,2025-01-14 01:02:01,4827.87,In-progress,0.86,1.2,148,249
798,Freelance,Fiverr,19.36593706265866,72.78836919956925,2025-01-08 12:34:29,2025-01-08 16:34:29,1259.02,In-progress,0.68,4.5,155,675
799,Driver,Uber,19.023716970931858,72.84311501438316,2025-01-12 13:37:55,2025-01-12 17:37:55,2617.54,Cancelled,0.74,10.4,92,363
800,Freelance,Fiverr,19.478599267949892,72.7641761164787,2025-01-15 12:35:44,2025-01-15 15:35:44,2502.31,In-progress,0.56,8.2,174,197
801,Driver,Ola,19.391068050976724,72.75318862745107,2025-01-14 04:35:36,2025-01-14 09:35:36,1195.92,Completed,0.62,3.6,21,968
802,Freelance,Fiverr,19.080152694749483,72.93156800604001,2025-01-16 22:27:41,2025-01-17 02:27:41,191.83,Cancelled,0.69,5.3,153,495
803,Delivery,Zomato,19.38009585986567,72.98766094117651,2025-01-08 15:08:21,2025-01-08 17:08:21,2301.77,Completed,0.55,2.1,177,150
804,Delivery,Zomato,18.761146546309217,72.96468350500045,2025-01-19 18:11:52,2025-01-19 21:11:52,4801.73,Completed,0.58,1.4,166,804
805,Delivery,Blinkit,19.073633999779243,72.70607761674644,2025-01-11 04:27:55,2025-01-11 08:27:55,2258.61,Cancelled,0.54,6.1,47,630
806,Delivery,Swiggy,18.800190596681627,72.8352804059355,2025-01-03 03:57:04,2025-01-03 08:57:04,1078.84,Cancelled,0.82,11.0,75,822
807,Driver,InDrive,18.63036585256679,72.70516568122768,2025-01-02 07:17:21,2025-01-02 11:17:21,2704.8,Cancelled,0.76,6.3,21,25
808,Freelance,Fiverr,18.501023696314963,72.9964825217495,2025-01-04 18:11:07,2025-01-04 23:11:07,4579.3,In-progress,0.63,4.9,84,972
809,Driver,Ola,19.119156389631392,72.88251358806184,2025-01-17 00:38:38,2025-01-17 02:38:38,460.12,In-progress,0.63,2.2,134,311
810,Delivery,Zomato,19.368818624123517,72.82766417098954,2025-01-11 01:44:40,2025-01-11 05:44:40,551.7,Completed,0.78,1.4,73,965
811,Delivery,Blinkit,18.528642394292664,72.79872790087425,2025-01-17 04:55:42,2025-01-17 09:55:42,4632.38,Cancelled,0.55,10.0,144,638
812,Freelance,Fiverr,18.51448108365647,72.74359453170698,2025-01-14 18:53:00,2025-01-14 19:53:00,1783.35,Cancelled,0.79,3.8,45,907
813,Driver,Uber,18.815262314747102,72.73376793025582,2025-01-01 22:47:11,2025-01-02 01:47:11,2758.18,Completed,0.64,10.2,55,584
814,Freelance,Fiverr,19.001896864660864,72.90287250203593,2025-01-20 16:46:27,2025-01-20 18:46:27,887.68,Completed,0.86,1.5,94,726
815,Delivery,Swiggy,18.572898380392054,72.98494453822485,2025-01-20 07:22:15,2025-01-20 09:22:15,1938.83,Cancelled,0.88,2.3,33,893
816,Driver,InDrive,18.778030990562247,72.76937502184592,2025-01-05 06:12:46,2025-01-05 08:12:46,3546.56,Completed,0.75,13.1,151,566
817,Freelance,Fiverr,19.370587032175507,72.72224225264934,2025-01-10 01:13:57,2025-01-10 06:13:57,1566.76,In-progress,0.88,3.2,66,945
818,Delivery,MagicPin,19.238522306882768,72.90516403551443,2025-01-05 09:01:14,2025-01-05 12:01:14,4286.94,Cancelled,0.98,12.5,90,403
819,Delivery,Swiggy,18.765664063079814,72.87073959468144,2025-01-15 05:30:36,2025-01-15 10:30:36,2824.02,Completed,0.87,9.2,81,3
820,Driver,Ola,19.10200049135112,72.88860555549729,2025-01-04 12:22:40,2025-01-04 15:22:40,1509.65,Cancelled,0.63,11.6,14,851
821,Delivery,Zepto,19.01083310803048,72.81984289628234,2025-01-14 09:20:30,2025-01-14 13:20:30,4846.03,Cancelled,0.57,4.3,39,475
822,Driver,Uber,19.284419518013763,72.70084025837376,2025-01-10 21:15:12,2025-01-10 23:15:12,362.99,Completed,0.85,9.5,100,995
823,Driver,Ola,19.33396915284041,72.70213888114394,2025-01-06 23:35:23,2025-01-07 00:35:23,2766.36,In-progress,0.56,8.5,126,747
824,Delivery,Zepto,18.77851659176737,72.92132544012745,2025-01-11 02:44:38,2025-01-11 04:44:38,2834.58,Cancelled,0.93,3.5,29,124
825,Driver,InDrive,18.973199497755434,72.9716366612167,2025-01-14 03:17:26,2025-01-14 04:17:26,683.52,Completed,0.96,2.9,112,341
826,Driver,Uber,19.232412600714273,72.86462081040324,2025-01-08 18:01:28,2025-01-08 20:01:28,4335.15,Completed,0.69,4.1,29,65
827,Driver,Ola,19.41990637931694,72.76685989878114,2025-01-16 09:14:14,2025-01-16 10:14:14,4396.22,In-progress,0.57,7.4,166,708
828,Freelance,Fiverr,18.58543073068186,72.92262604769154,2025-01-03 00:26:10,2025-01-03 04:26:10,4927.0,Cancelled,0.59,12.4,22,332
829,Freelance,Fiverr,18.60662977460407,72.75030838893898,2025-01-06 08:47:36,2025-01-06 11:47:36,4932.49,Completed,0.81,10.8,41,675
830,Freelance,Fiverr,18.560091642866457,72.75797702293009,2025-01-14 17:46:02,2025-01-14 18:46:02,4145.8,Cancelled,0.53,12.8,11,847
831,Freelance,Fiverr,19.007264335761413,72.75314541991271,2025-01-17 05:49:04,2025-01-17 07:49:04,941.82,Cancelled,0.8,8.4,134,202
832,Delivery,Swiggy,19.387492913134942,72.71367047647401,2025-01-13 19:50:17,2025-01-13 20:50:17,1334.29,Cancelled,0.96,12.0,29,896
833,Freelance,Fiverr,19.05507389576948,72.91404237523525,2025-01-19 03:21:00,2025-01-19 04:21:00,1035.74,Cancelled,0.63,12.5,47,922
834,Delivery,Swiggy,19.472051679587604,72.71059641892289,2025-01-19 15:37:40,2025-01-19 18:37:40,809.48,Completed,0.77,2.8,82,120
835,Driver,Ola,19.30684337288433,72.7053562410843,2025-01-18 11:25:23,2025-01-18 15:25:23,1185.81,Cancelled,0.83,3.0,51,487
836,Driver,InDrive,19.3677579950383,72.82793591976228,2025-01-06 11:21:03,2025-01-06 12:21:03,2866.85,In-progress,0.88,13.1,119,315
837,Freelance,Fiverr,18.845809732413205,72.80525492605722,2025-01-01 18:51:33,2025-01-01 22:51:33,2784.12,Completed,0.55,6.3,18,246
838,Delivery,Zomato,18.81405436527728,72.9644474432721,2025-01-05 01:53:09,2025-01-05 02:53:09,194.57,Cancelled,0.73,10.8,103,145
839,Driver,InDrive,18.609686003039155,72.91162261271668,2025-01-01 15:03:11,2025-01-01 18:03:11,831.04,Cancelled,0.52,14.8,157,127
840,Delivery,Zomato,19.405688344669638,72.95022101808725,2025-01-21 08:31:41,2025-01-21 10:31:41,851.45,Cancelled,0.66,10.7,84,93
841,Delivery,Zepto,18.801118586877564,72.98862192017712,2025-01-15 07:35:30,2025-01-15 10:35:30,2277.86,Cancelled,0.98,1.0,114,276
842,Freelance,Fiverr,18.628760321456564,72.71934550374607,2025-01-05 12:49:56,2025-01-05 16:49:56,4075.33,Completed,0.79,3.0,43,699
843,Driver,Uber,18.82387561363092,72.89467901973757,2025-01-09 09:15:11,2025-01-09 12:15:11,2225.05,Completed,0.82,12.3,17,420
844,Driver,Ola,18.858114183288553,72.85933371072313,2025-01-12 14:24:41,2025-01-12 15:24:41,1635.34,In-progress,0.81,8.4,167,233
845,Driver,Uber,19.05172697085002,72.96393774881739,2025-01-09 17:12:34,2025-01-09 19:12:34,1454.4,Cancelled,0.67,4.0,52,754
846,Delivery,Blinkit,18.57099601005072,72.89903515608755,2025-01-04 20:43:20,2025-01-05 00:43:20,4957.93,Completed,0.67,3.5,44,15
847,Freelance,Fiverr,19.32508777022659,72.90229465465283,2025-01-17 07:50:08,2025-01-17 12:50:08,3904.4,Completed,0.62,3.9,30,917
848,Delivery,Zepto,19.49251950796839,72.75223792641722,2025-01-16 00:44:58,2025-01-16 05:44:58,685.49,Completed,0.78,10.8,31,992
849,Driver,Uber,18.716658391673164,72.72775855694606,2025-01-09 06:02:19,2025-01-09 08:02:19,4425.01,Cancelled,0.58,8.2,100,34
850,Freelance,Fiverr,19.161398334684907,72.79940758420223,2025-01-19 22:14:24,2025-01-20 00:14:24,3140.49,Cancelled,0.78,13.5,46,284
851,Driver,Ola,19.161490761107125,72.72037951141402,2025-01-07 17:11:24,2025-01-07 20:11:24,388.53,Cancelled,0.83,6.0,150,937
852,Driver,Ola,19.47935865382903,72.77726852452128,2025-01-11 09:25:04,2025-01-11 14:25:04,3849.28,Completed,0.61,14.9,172,611
853,Driver,Ola,18.63225754947095,72.86207589203394,2025-01-01 20:34:26,2025-01-01 23:34:26,1622.64,Cancelled,0.69,10.3,69,509
854,Freelance,Fiverr,18.706308341224037,72.87983918687236,2025-01-05 08:10:47,2025-01-05 13:10:47,855.09,Completed,0.79,12.6,85,76
855,Delivery,Zepto,18.66112661590645,72.8061740642931,2025-01-07 08:42:29,2025-01-07 11:42:29,1637.89,Cancelled,0.99,1.3,152,661
856,Delivery,Zomato,19.11468296129231,72.9820454585335,2025-01-12 17:53:01,2025-01-12 21:53:01,3003.03,Cancelled,0.57,14.1,90,673
857,Freelance,Fiverr,19.459929541625595,72.85541901297142,2025-01-18 02:30:38,2025-01-18 03:30:38,3284.2,In-progress,0.79,9.8,15,928
858,Delivery,Swiggy,18.56316506712106,72.9406356568214,2025-01-08 15:03:32,2025-01-08 18:03:32,4174.34,Cancelled,0.97,10.4,149,728
859,Freelance,Fiverr,18.819379177868097,72.85239475202411,2025-01-20 21:53:25,2025-01-21 02:53:25,1688.34,Cancelled,0.6,5.5,101,824
860,Freelance,Fiverr,19.140769049991018,72.88906655205439,2025-01-08 17:17:56,2025-01-08 21:17:56,2538.68,In-progress,0.78,9.4,65,393
861,Delivery,Blinkit,18.85247048307913,72.7191444140198,2025-01-07 22:39:23,2025-01-08 03:39:23,411.74,In-progress,0.88,9.4,21,17
862,Delivery,Swiggy,19.374963896471456,72.77085872690189,2025-01-09 11:08:11,2025-01-09 12:08:11,2453.1,Completed,0.76,8.9,175,526
863,Freelance,Fiverr,18.956927740273006,72.70700208896908,2025-01-14 00:01:10,2025-01-14 05:01:10,3296.45,In-progress,0.55,6.7,132,462
864,Freelance,Fiverr,19.044706039615594,72.99270733906232,2025-01-20 09:45:12,2025-01-20 13:45:12,3178.2,Cancelled,0.69,4.6,61,51
865,Delivery,Zomato,18.646447604413034,72.72683817381136,2025-01-04 21:43:55,2025-01-04 23:43:55,2681.1,Cancelled,0.99,3.1,136,121
866,Driver,Uber,19.274913837532758,72.72615656783474,2025-01-08 23:42:26,2025-01-09 03:42:26,3267.3,In-progress,0.68,9.8,106,542
867,Delivery,MagicPin,18.695485967201204,72.86118383364735,2025-01-04 03:36:40,2025-01-04 08:36:40,4710.96,Cancelled,0.82,4.6,93,268
868,Delivery,Blinkit,19.42172331086612,72.84090258157882,2025-01-02 21:07:39,2025-01-03 02:07:39,4101.14,In-progress,0.92,7.5,117,86
869,Driver,Uber,19.32719755760388,72.97752157617613,2025-01-21 06:29:53,2025-01-21 10:29:53,3972.8,Completed,0.59,13.3,90,222
870,Freelance,Fiverr,18.823753807420527,72.82801385237704,2025-01-12 00:37:00,2025-01-12 03:37:00,4981.69,Completed,0.97,1.7,89,159
871,Freelance,Fiverr,18.5311010113436,72.74520785187178,2025-01-13 20:05:39,2025-01-13 22:05:39,4048.82,Completed,0.92,9.2,180,612
872,Freelance,Fiverr,19.47565976264946,72.89356512845751,2025-01-05 18:24:20,2025-01-05 22:24:20,2891.5,Completed,0.98,13.0,159,451
873,Driver,Ola,18.86205198344123,72.9917782064329,2025-01-06 06:28:29,2025-01-06 10:28:29,4585.27,Completed,0.98,11.1,133,412
874,Driver,InDrive,18.842784839974136,72.94320440264907,2025-01-20 23:36:30,2025-01-21 01:36:30,561.23,Completed,0.89,4.1,168,265
875,Delivery,Zepto,18.86079107733635,72.74479059917935,2025-01-10 04:39:28,2025-01-10 07:39:28,151.22,In-progress,0.97,14.9,70,979
876,Delivery,Blinkit,18.676817213588755,72.79084970400837,2025-01-17 23:36:08,2025-01-18 00:36:08,1392.21,Cancelled,0.82,4.3,47,116
877,Delivery,Zepto,18.62726010172315,72.79143789810739,2025-01-07 06:08:45,2025-01-07 09:08:45,3574.91,Cancelled,0.7,7.2,102,342
878,Driver,InDrive,19.35387531819616,72.94347873071571,2025-01-11 02:29:05,2025-01-11 05:29:05,2747.71,In-progress,0.75,1.3,160,524
879,Freelance,Fiverr,19.034798796811288,72.96405653874267,2025-01-18 06:07:26,2025-01-18 10:07:26,2145.74,In-progress,0.53,9.0,120,156
880,Freelance,Fiverr,19.41544233253457,72.9098583685779,2025-01-06 13:22:36,2025-01-06 14:22:36,3239.98,Cancelled,0.78,11.3,162,461
881,Delivery,Blinkit,19.052374888074162,72.7549874761859,2025-01-04 13:13:02,2025-01-04 17:13:02,2836.4,Completed,0.82,9.0,63,850
882,Delivery,Swiggy,18.553721560883783,72.89789019795039,2025-01-21 10:04:06,2025-01-21 13:04:06,4594.0,Cancelled,0.71,8.0,61,757
883,Freelance,Fiverr,19.404605621541297,72.93290744303258,2025-01-12 14:15:22,2025-01-12 17:15:22,3614.94,Cancelled,0.69,9.9,166,604
884,Driver,Uber,19.40241531422041,72.91255871773787,2025-01-08 21:01:16,2025-01-08 22:01:16,4946.81,In-progress,0.7,8.3,146,394
885,Freelance,Fiverr,18.874083965725173,72.74973155549165,2025-01-05 00:49:46,2025-01-05 05:49:46,1124.87,In-progress,0.92,12.2,18,980
886,Delivery,Swiggy,19.08624589509775,72.77055686115953,2025-01-05 23:02:29,2025-01-06 00:02:29,1021.42,Completed,0.91,2.8,39,7
887,Freelance,Fiverr,19.229718280069683,72.89931012107208,2025-01-03 10:51:11,2025-01-03 15:51:11,1037.81,In-progress,0.66,12.8,79,752
888,Driver,InDrive,19.240693576952374,72.74289631588456,2025-01-10 16:54:34,2025-01-10 21:54:34,1737.81,Completed,0.86,13.6,56,109
889,Delivery,Swiggy,19.468895968119163,72.85702812161541,2025-01-02 00:12:33,2025-01-02 04:12:33,4692.45,Cancelled,0.86,6.3,55,915
890,Delivery,Blinkit,18.98665376218566,72.75580252344297,2025-01-02 21:48:18,2025-01-03 02:48:18,4375.6,Cancelled,0.61,7.9,163,440
891,Freelance,Fiverr,19.339776232056387,72.99312284424103,2025-01-15 05:40:10,2025-01-15 07:40:10,3776.37,In-progress,0.71,3.4,48,868
892,Delivery,Zomato,19.367311457489773,72.93868455697043,2025-01-03 15:10:22,2025-01-03 17:10:22,675.93,Completed,0.81,14.5,163,871
893,Driver,InDrive,18.82605032251985,72.7517828341642,2025-01-06 00:57:34,2025-01-06 01:57:34,398.05,Cancelled,0.66,3.1,79,322
894,Delivery,Zomato,18.56934372586777,72.79280254763977,2025-01-01 22:07:56,2025-01-02 02:07:56,1761.81,In-progress,0.72,2.4,44,673
895,Freelance,Fiverr,18.539629972095707,72.75481901978196,2025-01-01 16:43:23,2025-01-01 19:43:23,3931.43,Completed,0.58,4.5,67,858
896,Driver,Uber,19.004851342983706,72.71434999456598,2025-01-06 22:38:06,2025-01-06 23:38:06,1390.7,Completed,0.94,5.0,138,893
897,Driver,Ola,18.59176727969561,72.84400147446284,2025-01-07 11:57:42,2025-01-07 16:57:42,2215.94,Cancelled,0.55,9.2,24,633
898,Freelance,Fiverr,19.481522176590204,72.81846599830469,2025-01-19 16:11:35,2025-01-19 17:11:35,1156.82,Completed,0.79,7.1,52,970
899,Driver,Uber,18.96737479758339,72.80064199889158,2025-01-01 20:37:02,2025-01-02 00:37:02,333.88,In-progress,0.87,8.6,114,411
900,Driver,Ola,18.902428723686157,72.81806985633841,2025-01-13 18:21:58,2025-01-13 23:21:58,4555.75,Completed,0.77,1.6,168,480
901,Freelance,Fiverr,19.373160511025713,72.94830991408953,2025-01-12 19:13:54,2025-01-12 22:13:54,3556.69,Completed,0.73,9.7,114,731
902,Freelance,Fiverr,19.48645803677375,72.84389553451852,2025-01-13 05:44:57,2025-01-13 09:44:57,1024.48,Cancelled,0.53,1.2,54,43
903,Delivery,Swiggy,19.191826969434008,72.91093478527172,2025-01-14 06:19:37,2025-01-14 07:19:37,3192.02,Cancelled,0.55,14.7,77,117
904,Delivery,Swiggy,19.151318956353016,72.83868726160959,2025-01-14 04:07:07,2025-01-14 09:07:07,145.55,Completed,0.52,4.2,142,998
905,Delivery,Zepto,18.72826253709616,72.96731801751203,2025-01-13 19:33:58,2025-01-13 20:33:58,1724.43,Completed,0.89,14.1,58,774
906,Delivery,Zepto,19.351761221985424,72.87993665279012,2025-01-15 16:00:00,2025-01-15 19:00:00,1291.02,Completed,0.62,3.3,48,194
907,Delivery,Zomato,19.494733343966054,72.84636652562634,2025-01-01 09:31:23,2025-01-01 12:31:23,688.52,Completed,0.81,13.3,151,861
908,Freelance,Fiverr,18.80756002640963,72.78019308054401,2025-01-03 10:21:42,2025-01-03 14:21:42,4150.57,Completed,0.66,11.9,45,828
909,Driver,InDrive,18.92488254213884,72.9852504506335,2025-01-06 01:04:53,2025-01-06 05:04:53,642.41,Completed,0.82,1.4,47,139
910,Delivery,MagicPin,19.101264031834063,72.92938684465857,2025-01-13 12:29:19,2025-01-13 17:29:19,3168.17,Cancelled,0.53,11.4,34,680
911,Freelance,Fiverr,18.722811358380397,72.732060135227,2025-01-11 10:39:02,2025-01-11 11:39:02,812.49,In-progress,0.76,8.7,56,793
912,Freelance,Fiverr,19.06971880796423,72.74731005646389,2025-01-05 15:45:30,2025-01-05 20:45:30,707.76,In-progress,0.57,12.9,132,941
913,Driver,Ola,19.08003075907355,72.89613371957309,2025-01-03 18:04:50,2025-01-03 19:04:50,3351.94,In-progress,0.98,7.1,175,503
914,Driver,Ola,19.49951040294541,72.8379595993574,2025-01-09 21:02:48,2025-01-10 01:02:48,116.91,Cancelled,0.66,12.5,137,707
915,Driver,InDrive,19.150133641232202,72.92904332075832,2025-01-11 05:56:24,2025-01-11 06:56:24,4735.33,Completed,0.68,12.6,34,895
916,Driver,InDrive,19.057902961080504,72.9515504807833,2025-01-19 14:49:18,2025-01-19 16:49:18,4198.22,In-progress,0.71,8.1,20,998
917,Freelance,Fiverr,18.70222847259337,72.85717135806935,2025-01-20 15:13:54,2025-01-20 20:13:54,3125.93,Completed,0.89,10.0,110,154
918,Freelance,Fiverr,18.63833926795095,72.74053055023958,2025-01-03 07:34:39,2025-01-03 11:34:39,3855.12,Cancelled,0.61,9.1,140,994
919,Delivery,Swiggy,19.328262497592668,72.8655389134285,2025-01-04 21:09:11,2025-01-04 23:09:11,2885.72,Cancelled,0.74,8.8,94,50
920,Freelance,Fiverr,19.16647106703885,72.8694437989257,2025-01-03 03:29:36,2025-01-03 05:29:36,1369.11,Cancelled,0.75,12.2,169,252
921,Delivery,MagicPin,19.029886092141517,72.87664808443562,2025-01-21 02:22:31,2025-01-21 07:22:31,603.43,Completed,0.72,14.1,96,221
922,Driver,InDrive,18.531234423128907,72.72547062225105,2025-01-07 13:38:48,2025-01-07 15:38:48,2454.29,In-progress,0.84,14.3,112,462
923,Freelance,Fiverr,19.114998029802315,72.99620337772078,2025-01-16 23:57:48,2025-01-17 02:57:48,4247.08,Completed,0.74,10.9,16,502
924,Driver,Ola,18.563523846461013,72.96036176446107,2025-01-19 13:18:12,2025-01-19 17:18:12,1517.95,Cancelled,0.72,8.3,11,223
925,Delivery,Zomato,18.52224002403906,72.80840807096513,2025-01-20 00:10:27,2025-01-20 01:10:27,3958.65,In-progress,0.78,3.1,144,446
926,Driver,Ola,18.635156225943245,72.78683760536023,2025-01-08 03:53:17,2025-01-08 07:53:17,2709.69,Cancelled,0.73,1.7,149,153
927,Delivery,MagicPin,18.872218209167393,72.79839883160699,2025-01-15 13:22:22,2025-01-15 17:22:22,3739.5,Completed,0.87,9.2,132,629
928,Driver,InDrive,19.44643674562704,72.80312693481024,2025-01-18 07:26:40,2025-01-18 12:26:40,2505.5,Completed,0.75,12.8,62,286
929,Delivery,Swiggy,18.729730509864954,72.76138601983851,2025-01-16 07:44:58,2025-01-16 12:44:58,2579.33,Completed,0.69,13.9,158,364
930,Freelance,Fiverr,18.92117508366032,72.74903251523473,2025-01-17 10:42:28,2025-01-17 11:42:28,4731.11,In-progress,0.88,11.8,110,599
931,Driver,Uber,18.693840894220223,72.71224696609076,2025-01-10 01:27:27,2025-01-10 02:27:27,4118.45,Cancelled,0.99,1.7,20,25
932,Driver,InDrive,18.92682730510363,72.73403501541364,2025-01-11 04:30:10,2025-01-11 08:30:10,4353.16,Cancelled,0.79,12.3,20,493
933,Delivery,Swiggy,19.413005643071152,72.80865734114776,2025-01-18 04:12:47,2025-01-18 06:12:47,2425.0,In-progress,0.57,10.9,170,436
934,Delivery,Blinkit,19.244727356718187,72.80781804800381,2025-01-11 02:36:15,2025-01-11 05:36:15,2499.97,Cancelled,0.71,6.7,61,225
935,Driver,Ola,19.003494442876885,72.97053008367035,2025-01-18 07:48:46,2025-01-18 11:48:46,3826.97,Cancelled,0.77,3.8,140,320
936,Delivery,Swiggy,18.99038540608465,72.70407561492146,2025-01-09 05:33:19,2025-01-09 09:33:19,234.0,Completed,0.62,11.3,112,456
937,Delivery,Zepto,19.487748979233835,72.87806241107211,2025-01-09 08:58:19,2025-01-09 12:58:19,2488.41,Completed,0.82,9.4,117,238
938,Delivery,Zepto,19.188449057668784,72.72547241655373,2025-01-16 21:41:00,2025-01-16 23:41:00,3376.31,Cancelled,0.74,14.6,18,942
939,Delivery,Zepto,19.010609556623326,72.87387725184821,2025-01-11 13:35:44,2025-01-11 18:35:44,347.88,In-progress,0.9,4.8,35,328
940,Delivery,Blinkit,18.606091543662565,72.92942601720239,2025-01-18 18:05:37,2025-01-18 21:05:37,464.11,Completed,0.81,8.3,20,810
941,Freelance,Fiverr,19.217144869829873,72.9017176889428,2025-01-16 23:04:43,2025-01-17 00:04:43,1066.33,Completed,0.89,9.7,179,929
942,Delivery,Blinkit,18.87456332820438,72.72044744084776,2025-01-02 17:40:39,2025-01-02 22:40:39,595.63,Completed,0.98,14.3,69,161
943,Driver,Uber,18.980001272020676,72.70691910500088,2025-01-15 18:23:38,2025-01-15 22:23:38,2391.57,Cancelled,0.78,11.8,96,929
944,Freelance,Fiverr,18.796043347835194,72.75155063798111,2025-01-17 13:07:46,2025-01-17 15:07:46,3155.93,Completed,0.7,11.7,117,341
945,Delivery,MagicPin,19.361800876143707,72.89060712163472,2025-01-09 09:04:22,2025-01-09 11:04:22,513.53,Completed,0.94,1.9,138,425
946,Freelance,Fiverr,18.76283646339144,72.84902499051582,2025-01-01 15:53:53,2025-01-01 18:53:53,946.47,In-progress,0.82,13.2,134,249
947,Delivery,Blinkit,19.391894222426217,72.96439006987531,2025-01-06 22:50:28,2025-01-07 02:50:28,1915.04,Completed,0.58,8.6,125,537
948,Freelance,Fiverr,19.391446180607456,72.75287055733075,2025-01-18 01:37:05,2025-01-18 02:37:05,2007.5,Completed,0.7,4.7,159,729
949,Driver,InDrive,19.375013902028243,72.8033277941648,2025-01-18 18:43:39,2025-01-18 20:43:39,677.31,Cancelled,0.73,13.0,28,324
950,Delivery,Blinkit,19.172051345079886,72.93305935658928,2025-01-10 17:49:35,2025-01-10 22:49:35,1462.38,In-progress,0.55,12.3,107,929
951,Delivery,Zomato,19.013156576705764,72.88988982150867,2025-01-11 21:53:43,2025-01-12 02:53:43,991.52,Completed,0.63,11.2,74,519
952,Delivery,Zomato,19.220117249970635,72.86568020370264,2025-01-13 00:05:17,2025-01-13 04:05:17,3507.59,Completed,0.96,9.0,168,872
953,Delivery,Swiggy,19.230191199983764,72.920121783009,2025-01-19 12:07:11,2025-01-19 14:07:11,2193.8,Cancelled,0.66,1.1,125,860
954,Freelance,Fiverr,18.829557666251166,72.80837196655078,2025-01-03 12:45:16,2025-01-03 15:45:16,1313.18,Cancelled,0.82,1.6,141,677
955,Delivery,Swiggy,19.140352075403083,72.81933521088537,2025-01-04 17:26:52,2025-01-04 20:26:52,3624.71,In-progress,0.98,10.9,97,881
956,Driver,Uber,19.09442056983825,72.72150650544614,2025-01-13 12:16:28,2025-01-13 14:16:28,105.27,In-progress,0.87,10.1,106,44
957,Freelance,Fiverr,18.819808147908223,72.78655649822609,2025-01-14 05:53:00,2025-01-14 07:53:00,1426.74,Completed,0.56,8.0,102,644
958,Driver,InDrive,18.802472114927664,72.87873380080693,2025-01-12 19:16:15,2025-01-12 20:16:15,498.06,Cancelled,0.65,4.8,91,609
959,Driver,Uber,18.98469753540789,72.84856190485488,2025-01-01 16:08:57,2025-01-01 20:08:57,3068.1,In-progress,0.78,7.0,113,956
960,Delivery,Swiggy,18.906257611295008,72.83849532954046,2025-01-06 07:01:26,2025-01-06 11:01:26,1650.52,Cancelled,0.68,6.7,140,388
961,Driver,Uber,18.85642799570359,72.86019494665607,2025-01-05 22:35:20,2025-01-06 03:35:20,787.95,Cancelled,0.96,12.2,74,348
962,Driver,Uber,18.78838638638405,72.76631465562309,2025-01-06 02:39:30,2025-01-06 05:39:30,1652.97,Completed,0.53,5.7,89,440
963,Freelance,Fiverr,18.753244983353735,72.91979585297156,2025-01-18 18:01:16,2025-01-18 22:01:16,2685.11,Completed,0.84,5.2,38,236
964,Freelance,Fiverr,18.810755057608084,72.92437270097393,2025-01-03 06:53:36,2025-01-03 11:53:36,3619.43,Cancelled,0.58,4.4,129,708
965,Delivery,Zepto,18.73182360218938,72.72028482478568,2025-01-13 13:25:28,2025-01-13 18:25:28,215.17,Completed,0.54,1.3,31,47
966,Freelance,Fiverr,18.93135879857047,72.84314641230834,2025-01-19 12:41:00,2025-01-19 13:41:00,4616.66,In-progress,0.72,2.6,158,665
967,Driver,InDrive,18.712902049391662,72.99320368899437,2025-01-06 08:32:13,2025-01-06 12:32:13,3705.28,In-progress,0.84,5.6,105,257
968,Driver,Uber,18.592463403254165,72.75464094038959,2025-01-15 09:19:18,2025-01-15 13:19:18,2020.37,In-progress,0.91,9.4,43,992
969,Freelance,Fiverr,18.645530253636302,72.96750105082795,2025-01-10 07:26:11,2025-01-10 10:26:11,3352.67,In-progress,0.73,12.7,107,244
970,Driver,Uber,19.465758411417454,72.88526278466874,2025-01-10 07:49:23,2025-01-10 11:49:23,1794.35,Completed,0.95,9.5,125,490
971,Driver,Ola,18.730270433893438,72.80899801293144,2025-01-18 11:47:55,2025-01-18 13:47:55,3436.36,Completed,0.88,4.9,136,834
972,Freelance,Fiverr,19.289853959393835,72.70590522762409,2025-01-17 20:08:18,2025-01-17 23:08:18,4711.55,In-progress,0.89,7.6,148,991
973,Driver,Ola,19.318693868801695,72.75563777282512,2025-01-18 07:40:06,2025-01-18 08:40:06,939.45,Completed,0.54,14.3,108,468
974,Freelance,Fiverr,19.21382384161385,72.80612218724863,2025-01-10 08:48:12,2025-01-10 13:48:12,3648.2,Completed,0.79,11.6,98,391
